conversation_hash,model,variant,language,error_line,error_character,error_id,error_message,sarif_file
a688ecf84947ddbc0679d0f95f8ba455,gpt_oss_120b,original,c,42,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
a688ecf84947ddbc0679d0f95f8ba455,gpt_oss_120b,original,c,56,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
aee63574103d48fecbb2f9036cbbc10e,gpt_oss_120b,original,c,81,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
aee63574103d48fecbb2f9036cbbc10e,gpt_oss_120b,original,c,92,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b0ffa49c602b9360706a2f48c3b13c4f,gpt_oss_120b,original,c,46,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,92,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,101,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,106,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,173,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,182,34,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,218,58,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,252,26,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,256,26,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,267,58,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,287,46,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,301,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b560b61c3c6b103fd6e2d5faf95e5a2d,gpt_oss_120b,original,c,395,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b861a84e3580eaebc1487a7088360fb9,gpt_oss_120b,original,c,14,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
b861a84e3580eaebc1487a7088360fb9,gpt_oss_120b,original,c,67,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
c29565d70b255463b712c345f532e2e5,gpt_oss_120b,original,c,5,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
c29565d70b255463b712c345f532e2e5,gpt_oss_120b,original,c,8,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
c3aef905c6b83b7c82814cb0e0a8b931,gpt_oss_120b,original,c,143,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
c3aef905c6b83b7c82814cb0e0a8b931,gpt_oss_120b,original,c,161,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
c3aef905c6b83b7c82814cb0e0a8b931,gpt_oss_120b,original,c,193,9,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
c3aef905c6b83b7c82814cb0e0a8b931,gpt_oss_120b,original,c,255,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
c65b68320a33856504971b8c3d2e0c8a,gpt_oss_120b,original,c,31,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
c65b68320a33856504971b8c3d2e0c8a,gpt_oss_120b,original,c,47,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
ca85b573bca639ec8d42ce5d8e80ee4d,gpt_oss_120b,original,c,93,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
d0017b5e622a8912536a6bd28a754ec2,gpt_oss_120b,original,c,13,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d0017b5e622a8912536a6bd28a754ec2,gpt_oss_120b,original,c,36,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d2bef9d32558e1a9dcaeddc755e00979,gpt_oss_120b,original,c,21,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d436a037dc8b472dd524437112a0bf58,gpt_oss_120b,original,c,36,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d436a037dc8b472dd524437112a0bf58,gpt_oss_120b,original,c,50,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d8a58e963645e813e68be57ea07f1d6a,gpt_oss_120b,original,c,211,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
d8a58e963645e813e68be57ea07f1d6a,gpt_oss_120b,original,c,237,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
d8a58e963645e813e68be57ea07f1d6a,gpt_oss_120b,original,c,239,9,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
d8a58e963645e813e68be57ea07f1d6a,gpt_oss_120b,original,c,254,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
d98bda3e2efbe9081ab610dd45560249,gpt_oss_120b,original,c,58,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d98bda3e2efbe9081ab610dd45560249,gpt_oss_120b,original,c,75,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d98bda3e2efbe9081ab610dd45560249,gpt_oss_120b,original,c,84,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
d98bda3e2efbe9081ab610dd45560249,gpt_oss_120b,original,c,93,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
da799728bb3fef381bd26ba5b7b5800c,gpt_oss_120b,original,c,117,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
da799728bb3fef381bd26ba5b7b5800c,gpt_oss_120b,original,c,176,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
da799728bb3fef381bd26ba5b7b5800c,gpt_oss_120b,original,c,295,5,files.c.rules.lang.security.insecure-use-memset,"When handling sensitive information in a buffer, it's important to ensure  that the data is securely erased before the buffer is deleted or reused.  While `memset()` is commonly used for this purpose, it can leave sensitive  information behind due to compiler optimizations or other factors.  To avoid this potential vulnerability, it's recommended to use the  `memset_s()` function instead. `memset_s()` is a standardized function  that securely overwrites the memory with a specified value, making it more  difficult for an attacker to recover any sensitive data that was stored in  the buffer. By using `memset_s()` instead of `memset()`, you can help to  ensure that your application is more secure and less vulnerable to exploits  that rely on residual data in memory.",../../files/c/c_gpt_oss_120b_original.sarif
db2c0c7ca066f64163c15caed0956085,gpt_oss_120b,original,c,55,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
db8aabc32be87684e781a2bd28384c60,gpt_oss_120b,original,c,15,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
db8aabc32be87684e781a2bd28384c60,gpt_oss_120b,original,c,21,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,21,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,30,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,85,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,93,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,127,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dc6eb239ed19a809b819d4e625de4f13,gpt_oss_120b,original,c,135,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
dd026350d0a358002d3f8ee3dbfe8304,gpt_oss_120b,original,c,11,12,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
dd026350d0a358002d3f8ee3dbfe8304,gpt_oss_120b,original,c,16,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
df7c0692638ccab78801af94f5638415,gpt_oss_120b,original,c,103,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
df7c0692638ccab78801af94f5638415,gpt_oss_120b,original,c,117,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
df7c0692638ccab78801af94f5638415,gpt_oss_120b,original,c,215,9,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
df7c0692638ccab78801af94f5638415,gpt_oss_120b,original,c,253,5,files.c.rules.lang.security.insecure-use-string-copy-fn,"Finding triggers whenever there is a strcpy or strncpy used. This is an issue because strcpy does not affirm the size of the destination array and strncpy will not automatically NULL-terminate strings. This can lead to buffer overflows, which can cause program crashes and potentially let an attacker inject code in the program. Fix this by using strcpy_s instead (although note that strcpy_s is an optional part of the C11 standard, and so may not be available).",../../files/c/c_gpt_oss_120b_original.sarif
e376094ffd1c8aa8b6ec5d4da464dbf6,gpt_oss_120b,original,c,56,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
e376094ffd1c8aa8b6ec5d4da464dbf6,gpt_oss_120b,original,c,59,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
e376094ffd1c8aa8b6ec5d4da464dbf6,gpt_oss_120b,original,c,62,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
e376094ffd1c8aa8b6ec5d4da464dbf6,gpt_oss_120b,original,c,65,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
e96367e59cf28e54c97aaf888a4a29ab,gpt_oss_120b,original,c,44,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
e96367e59cf28e54c97aaf888a4a29ab,gpt_oss_120b,original,c,53,17,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
eaa0578409262d2c3c7a1e189436c5ab,gpt_oss_120b,original,c,68,23,files.c.rules.lang.security.insecure-use-strtok-fn,"Avoid using 'strtok()'. This function directly modifies the first argument buffer, permanently erasing the delimiter character. Use 'strtok_r()' instead.",../../files/c/c_gpt_oss_120b_original.sarif
eaa0578409262d2c3c7a1e189436c5ab,gpt_oss_120b,original,c,111,23,files.c.rules.lang.security.insecure-use-strtok-fn,"Avoid using 'strtok()'. This function directly modifies the first argument buffer, permanently erasing the delimiter character. Use 'strtok_r()' instead.",../../files/c/c_gpt_oss_120b_original.sarif
eaa0578409262d2c3c7a1e189436c5ab,gpt_oss_120b,original,c,128,21,files.c.rules.lang.security.insecure-use-strtok-fn,"Avoid using 'strtok()'. This function directly modifies the first argument buffer, permanently erasing the delimiter character. Use 'strtok_r()' instead.",../../files/c/c_gpt_oss_120b_original.sarif
eae274d515d7eb9547cc51521d417aef,gpt_oss_120b,original,c,62,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
f145f1de14163d651a1e12681432bbe5,gpt_oss_120b,original,c,136,9,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input.",../../files/c/c_gpt_oss_120b_original.sarif
